ward,gender,age,education,monthly_income,household_size,family_head,value_chain,vc_experience,project_skepticism,adequate_consultation,project_acceptance,satisfactory_training,project_success_optimism,project_benefits,sustainable_skills,sustainable_technology,project_understanding,vc_understanding,vc_agriculture_practices_awareness,vc_technology_awareness,vc_product_marketing_understanding,practice_mixed_farming,practice_large_scale_farming,use_extension_services,use_credit_farming,full_time_farming,acreage_before,acreage_after,acreage_change,yield_before,yield_after,yield_change,price_before,price_after,price_change,annual_income_before,annual_income_after,annual_income_change,jobs_created_before,jobs_created_after,jobs_created_change,trained_certified_seed,adopted_certified_seed,trained_improved_varieties,adopted_improved_varieties,trained_pest_management,adopted_pest_management,trained_agronomic_practices,adopted_agronomic_practices,trained_soil_fertility,adopted_soil_fertility,trained_soil_moisture,adopted_soil_moisture,trained_post_harvest,adopted_post_harvest,trained_value_addition,adopted_value_addition,trees_per_acre_before,trees_per_acre_after,trees_per_acre_change,total_trees_before,total_trees_after,total_trees_change,production_per_tree_before,production_per_tree_after,production_per_tree_change,average_flock_size_before,average_flock_size_after,average_flock_size_change,annual_production_cycles_before,annual_production_cycles_after,annual_production_cycles_change,trained_poultry_housing,adopted_poultry_housing,trained_feeds_production,adopted_feeds_production,trained_feeds_management,adopted_feeds_management,trained_hatchery_management,adopted_hatchery_management,trained_vaccination,adopted_vaccination,trained_hygiene_management,adopted_hygiene_management,enterprise_profitability_increase,farm_productivity_increase,timely_implementation,new_income_streams,job_creation_increase,project_inclusivity
Waia/Kako,Male,62.0,Primary,20000,5.0,Yes,Indigenous chicken,4,5,5,4,5,4,5,5,4,5,5,5,4,5,4,5,4,5,2,,,,,,,500.0,1000.0,500.0,5000.0,10000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,2.0,4.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,5,4
Waia/Kako,Female,73.0,Primary,20000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,4,5,5,5,,,,,,,350.0,1000.0,650.0,3000.0,10000.0,7000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,3.0,3.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,4,4,4
Waia/Kako,Female,69.0,Primary,15000,3.0,Yes,Indigenous chicken,4,5,4,5,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,,,,,,,400.0,800.0,400.0,3000.0,7000.0,4000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,4.0,2.0,4.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,4,4,5
Waia/Kako,Male,70.0,Primary,20000,4.0,Yes,Indigenous chicken,4,5,4,5,4,4,4,4,4,4,5,5,5,5,4,5,4,5,2,,,,,,,0.0,1000.0,1000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,20.0,0.0,4.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,5,5
Waia/Kako,Male,75.0,Primary,20000,4.0,Yes,Indigenous chicken,4,5,5,5,5,4,4,4,4,4,5,4,4,5,4,5,5,4,2,,,,,,,400.0,1000.0,600.0,3000.0,9000.0,6000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,8.0,2.0,4.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,4,4
Waia/Kako,Male,61.0,Primary,20000,2.0,Yes,Indigenous chicken,4,5,5,4,5,4,4,4,4,3,4,4,5,5,5,5,4,5,2,,,,,,,400.0,1000.0,600.0,15000.0,10000.0,-5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,50.0,20.0,-30.0,5.0,2.0,-3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,5,4,4
Waia/Kako,Female,42.0,Primary,40000,4.0,Yes,Indigenous chicken,4,5,5,4,5,5,5,5,4,5,5,4,4,4,5,5,5,5,2,,,,,,,0.0,1200.0,1200.0,0.0,20000.0,20000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,0.0,45.0,45.0,0.0,5.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Female,59.0,Primary,30000,3.0,Yes,Indigenous chicken,4,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,4,2,,,,,,,400.0,1100.0,700.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,50.0,30.0,3.0,7.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,5,4
Waia/Kako,Female,64.0,Diploma,20000,4.0,Yes,Indigenous chicken,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,2,,,,,,,300.0,1000.0,700.0,5000.0,10000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,100.0,80.0,2.0,6.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,5,5
Waia/Kako,Male,51.0,Primary,15000,3.0,Yes,Indigenous chicken,4,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,2,,,,,,,400.0,1000.0,600.0,5000.0,10000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,23.0,50.0,27.0,3.0,6.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Male,50.0,Diploma,50,3.0,Yes,Indigenous chicken,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,2,,,,,,,500.0,1000.0,500.0,5000.0,15000.0,10000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,20.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,4,4
Waia/Kako,Female,67.0,Primary,20000,4.0,Yes,Indigenous chicken,4,5,5,5,5,4,4,5,4,4,4,5,5,4,4,5,4,5,2,,,,,,,400.0,1000.0,600.0,4000.0,8000.0,4000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,19.0,9.0,4.0,6.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,4,4
Waia/Kako,Male,56.0,Primary,20000,2.0,Yes,Indigenous chicken,4,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,2,,,,,,,400.0,1000.0,600.0,3000.0,10000.0,7000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,20.0,2.0,5.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,4,5,5
Waia/Kako,Female,36.0,Secondary,15000,3.0,Yes,Indigenous chicken,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,2,,,,,,,400.0,1000.0,600.0,5000.0,6000.0,1000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,8.0,-12.0,8.0,3.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,5,5,5
Waia/Kako,Female,33.0,Certificate,20000,2.0,Yes,Indigenous chicken,4,5,4,5,4,4,5,5,4,4,4,4,4,4,4,2,4,4,2,,,,,,,400.0,1000.0,600.0,7000.0,2000.0,-5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,-8.0,5.0,3.0,-2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,5,5
Waia/Kako,Male,70.0,Secondary,30000,2.0,Yes,Indigenous chicken,4,5,5,4,5,5,5,5,4,5,5,5,5,4,4,2,5,4,2,,,,,,,500.0,1100.0,600.0,20000.0,18000.0,-2000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,200.0,50.0,-150.0,16.0,10.0,-6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Female,49.0,Diploma,27000,2.0,Yes,Indigenous chicken,4,5,5,5,4,4,4,4,4,5,5,4,5,5,5,4,4,5,2,,,,,,,300.0,1100.0,800.0,5000.0,10000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,10.0,15.0,6.0,-9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,4,4
Waia/Kako,Male,43.0,Certificate,30000,4.0,Yes,Indigenous chicken,4,5,5,4,5,4,4,4,4,4,4,5,4,4,4,2,4,4,5,,,,,,,400.0,1200.0,800.0,5000.0,25000.0,20000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,15.0,70.0,55.0,5.0,15.0,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,4,4,5
Waia/Kako,Female,32.0,Certificate,25000,4.0,Yes,Indigenous chicken,4,5,4,4,4,4,4,4,4,4,5,4,5,3,5,3,4,4,4,,,,,,,500.0,1300.0,800.0,6000.0,15000.0,9000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,30.0,50.0,20.0,2.0,6.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,4,5,4
Waia/Kako,Female,40.0,Degree,50000,3.0,Yes,Indigenous chicken,4,4,5,5,5,5,4,5,4,5,5,5,3,4,4,5,4,4,2,,,,,,,400.0,1000.0,600.0,8000.0,20000.0,12000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,20.0,3.0,6.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,4,4
Waia/Kako,Female,45.0,Certificate,25000,3.0,Yes,Indigenous chicken,4,5,5,5,4,5,4,4,5,4,5,5,5,4,4,4,4,4,2,,,,,,,500.0,1000.0,500.0,7000.0,15000.0,8000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,15.0,3.0,6.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Waia/Kako,Female,60.0,Primary,30000,3.0,Yes,Indigenous chicken,4,4,4,4,5,5,4,5,5,4,4,5,4,4,4,4,4,4,4,,,,,,,400.0,1000.0,600.0,5000.0,10000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,15.0,10.0,3.0,6.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,5,4,5
Waia/Kako,Male,50.0,Primary,27000,3.0,Yes,Indigenous chicken,4,4,4,4,4,4,5,4,5,4,4,5,5,5,4,5,5,4,2,,,,,,,400.0,1000.0,600.0,8000.0,20000.0,12000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7.0,20.0,13.0,3.0,7.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,4,4,4,4
Waia/Kako,Female,50.0,Primary,20000,4.0,Yes,Indigenous chicken,4,4,5,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,2,,,,,,,350.0,1000.0,650.0,6500.0,17000.0,10500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7.0,30.0,23.0,3.0,7.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Male,40.0,Diploma,35000,3.0,Yes,Indigenous chicken,4,5,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,2,,,,,,,300.0,1000.0,700.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,17.0,2.0,6.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,5
Waia/Kako,Female,32.0,Diploma,35000,2.0,Yes,Indigenous chicken,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,,,,400.0,900.0,500.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,20.0,2.0,6.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Waia/Kako,Male,35.0,Certificate,30000,4.0,Yes,Indigenous chicken,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,2,,,,,,,400.0,1000.0,600.0,3000.0,15000.0,12000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,23.0,2.0,6.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Waia/Kako,Female,40.0,Certificate,40000,4.0,Yes,Indigenous chicken,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,5,5,2,,,,,,,400.0,1000.0,600.0,7000.0,16000.0,9000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,15.0,40.0,25.0,4.0,7.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,5,4,4
Waia/Kako,Female,70.0,Primary,25000,2.0,Yes,Indigenous chicken,4,5,5,4,5,4,4,4,4,5,5,5,5,5,4,2,5,5,2,,,,,,,450.0,1000.0,550.0,4000.0,17000.0,13000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4.0,20.0,16.0,3.0,7.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,5,5,5
Waia/Kako,Male,45.0,Secondary,25000,2.0,Yes,Indigenous chicken,4,5,5,4,5,4,5,4,4,4,4,4,5,5,4,2,5,5,2,,,,,,,400.0,1100.0,700.0,7000.0,20500.0,13500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,15.0,35.0,20.0,4.0,8.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,5,5,4
Waia/Kako,Male,28.0,Degree,20000,3.0,No,Indigenous chicken,3,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,,,,,,,250.0,550.0,300.0,1200.0,5000.0,3800.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,12.0,26.0,14.0,3.0,9.0,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,5
Waia/Kako,Male,65.0,Primary,25000,3.0,Yes,Indigenous chicken,4,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,,,,,,,400.0,1000.0,600.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,50.0,30.0,4.0,9.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,5
Waia/Kako,Male,33.0,Diploma,40000,3.0,Yes,Indigenous chicken,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,,,,,,,400.0,1000.0,600.0,6000.0,10000.0,4000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,25.0,20.0,3.0,7.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Female,42.0,Secondary,30000,3.0,Yes,Indigenous chicken,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,2,5,5,2,,,,,,,400.0,1000.0,600.0,5000.0,9000.0,4000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,23.0,18.0,3.0,8.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,5,5,4
Waia/Kako,Male,37.0,Diploma,40000,4.0,Yes,Indigenous chicken,4,5,4,4,5,4,4,4,4,4,5,5,5,4,4,2,5,5,2,,,,,,,500.0,1000.0,500.0,8000.0,20000.0,12000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,37.0,27.0,5.0,8.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,5,5
Waia/Kako,Male,50.0,Primary,30000,4.0,Yes,Indigenous chicken,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,2,4,4,2,,,,,,,400.0,1000.0,600.0,5000.0,12000.0,7000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,15.0,2.0,6.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Female,45.0,Certificate,35000,3.0,Yes,Indigenous chicken,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,2,4,4,2,,,,,,,350.0,1000.0,650.0,3000.0,14000.0,11000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,6.0,36.0,30.0,3.0,8.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Male,30.0,Diploma,40000,4.0,Yes,Indigenous chicken,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,2,4,4,2,,,,,,,400.0,1100.0,700.0,6000.0,10000.0,4000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,14.0,4.0,6.0,2.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Female,60.0,Primary,30000,3.0,Yes,Indigenous chicken,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,,,,,,,400.0,1000.0,600.0,3000.0,8000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4.0,15.0,11.0,2.0,4.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,4,4,4
Waia/Kako,Female,52.0,Primary,20000,3.0,Yes,Indigenous chicken,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,5,2,,,,,,,450.0,1000.0,550.0,4000.0,9000.0,5000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,4.0,2.0,5.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Mtito Andei,Female,60.0,Primary,4000,4.0,Yes,Indigenous chicken,6,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,,,,,,,400.0,700.0,300.0,3000.0,20000.0,17000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,15.0,40.0,25.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Mtito Andei,Male,34.0,Degree,30000,5.0,Yes,Indigenous chicken,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,350.0,670.0,320.0,3500.0,12000.0,8500.0,0.0,1.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,25.0,70.0,45.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,4,5,5
Mtito Andei,Female,55.0,Certificate,6000,5.0,Yes,Indigenous chicken,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,350.0,700.0,350.0,3500.0,25000.0,21500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,25.0,46.0,21.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,4,4
Mtito Andei,Male,60.0,Secondary,3000,4.0,Yes,Indigenous chicken,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,,,,,,,250.0,600.0,350.0,4000.0,15000.0,11000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,20.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,4
Mtito Andei,Female,34.0,Secondary,6000,1.0,No,Indigenous chicken,10,5,5,4,4,4,5,4,5,5,4,4,5,4,5,5,5,5,4,,,,,,,300.0,600.0,300.0,3000.0,10000.0,7000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,6.0,25.0,19.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,5
Mtito Andei,Female,32.0,Secondary,3000,1.0,No,Indigenous chicken,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,300.0,700.0,400.0,3500.0,6000.0,2500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,15.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Mtito Andei,Male,30.0,Secondary,3000,1.0,No,Indigenous chicken,3,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,250.0,600.0,350.0,3000.0,5500.0,2500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,15.0,10.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Mtito Andei,Female,60.0,Primary,6000,5.0,No,Indigenous chicken,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,,,,,,,800.0,800.0,0.0,3000.0,6000.0,3000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,15.0,-5.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Mtito Andei,Female,56.0,Primary,5000,2.0,No,Indigenous chicken,50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,,,,,,,350.0,900.0,550.0,10000.0,20000.0,10000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,40.0,20.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Mtito Andei,Female,54.0,Secondary,5000,4.0,No,Indigenous chicken,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,350.0,850.0,500.0,4000.0,12000.0,8000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,25.0,15.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,5,5,5
Mtito Andei,Female,49.0,Secondary,4500,4.0,No,Indigenous chicken,10,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,,,,,,,400.0,900.0,500.0,4500.0,10000.0,5500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,12.0,20.0,8.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,5
Mtito Andei,Female,35.0,Secondary,4000,1.0,No,Indigenous chicken,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,,,,,,,350.0,800.0,450.0,5000.0,12000.0,7000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,5,5
Mtito Andei,Female,50.0,Primary,6000,5.0,Yes,Indigenous chicken,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,250.0,750.0,500.0,4500.0,7000.0,2500.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,25.0,15.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,4,5,5,5
Mtito Andei,Female,65.0,Secondary,5000,5.0,No,Indigenous chicken,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4,4,5,,,,,,,350.0,900.0,550.0,5000.0,13000.0,8000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,12.0,25.0,13.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,5
Mtito Andei,Male,28.0,Secondary,3000,1.0,No,Indigenous chicken,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,,,,,,,0.0,900.0,900.0,0.0,12000.0,12000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,25.0,0.0,2.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
